,genes_name,genes_id,product,locus_tag
6905,rplB,EG10865,,b3317
6906,rplB,EG10865,50S ribosomal subunit protein L2,b3317
6907,rplW,EG10883,,b3318
6908,rplW,EG10883,50S ribosomal subunit protein L23,b3318
6909,rplD,EG10867,,b3319
6910,rplD,EG10867,50S ribosomal subunit protein L4,b3319
6911,rplC,EG10866,,b3320
6912,rplC,EG10866,50S ribosomal subunit protein L3,b3320
6913,rpsJ,EG10909,,b3321
6914,rpsJ,EG10909,30S ribosomal subunit protein S10,b3321
6915,gspB,EG11263,,b3322
6916,gspB,EG11263,putative general secretion pathway protein B,b3322
6917,gspA,G7701,,b3323
6918,gspA,G7701,Type II secretion system protein GspA,b3323
6919,gspC,G7702,,b3324
6920,gspC,G7702,Type II secretion system protein GspC,b3324
6921,gspD,G7703,,b3325
6922,gspD,G7703,Type II secretion system protein GspD,b3325
6923,gspE,G7704,,b3326
6924,gspE,G7704,Type II secretion system protein GspE,b3326
6925,gspF,G7705,,b3327
6926,gspF,G7705,Type II secretion system protein GspF,b3327
6927,gspG,G7706,,b3328
6928,gspG,G7706,Type II secretion system protein GspG,b3328
6929,gspH,G7707,,b3329
6930,gspH,G7707,Type II secretion system protein GspH,b3329
6931,gspI,G7708,,b3330
6932,gspI,G7708,Type II secretion system protein GspI,b3330
6933,gspJ,G7709,,b3331
6934,gspJ,G7709,Type II secretion system protein GspJ,b3331
6935,gspK,G7710,,b3332
6936,gspK,G7710,Type II secretion system protein GspK,b3332
6937,gspL,G7711,,b3333
6938,gspL,G7711,Type II secretion system protein GspL,b3333
6939,gspM,EG12173,,b3334
6940,gspM,EG12173,Type II secretion system protein GspM,b3334
6941,gspO,EG11359,,b3335
6942,gspO,EG11359,Type II secretion system prepilin peptidase,b3335
6943,bfr,EG10113,,b3336
6944,bfr,EG10113,bacterioferritin,b3336
6945,bfd,EG11181,,b3337
6946,bfd,EG11181,bacterioferritin-associated ferredoxin,b3337
6947,chiA,EG11237,,b3338
6948,chiA,EG11237,endochitinase,b3338
6949,tufA,EG11036,,b3339
6950,tufA,EG11036,translation elongation factor Tu 1,b3339
6951,fusA,EG10360,,b3340
6952,fusA,EG10360,elongation factor G,b3340
6953,rpsG,EG10906,,b3341
6954,rpsG,EG10906,30S ribosomal subunit protein S7,b3341
6955,rpsL,EG10911,,b3342
6956,rpsL,EG10911,30S ribosomal subunit protein S12,b3342
6957,tusB,G7712,,b3343
6958,tusB,G7712,sulfurtransferase complex subunit TusB,b3343
6959,tusC,G7713,,b3344
6960,tusC,G7713,sulfurtransferase complex subunit TusC,b3344
6961,tusD,G7714,,b3345
6962,tusD,G7714,sulfurtransferase complex subunit TusD,b3345
6963,yheO,G7715,,b3346
6964,yheO,G7715,DNA-binding transcriptional regulator YheO,b3346
6965,fkpA,G7716,,b3347
6966,fkpA,G7716,peptidyl-prolyl cis-trans isomerase FkpA,b3347
6967,slyX,EG11664,,b3348
6968,slyX,EG11664,protein SlyX,b3348
6969,slyD,EG11663,,b3349
6970,slyD,EG11663,FKBP-type peptidyl-prolyl cis-trans isomerase SlyD,b3349
6971,yheV,G0-10466,,b4551
6972,yheV,G0-10466,DUF2387 domain-containing protein YheV,b4551
6973,kefB,EG20110,,b3350
6974,kefB,EG20110,K(+) : H(+) antiporter KefB,b3350
6975,kefG,G7717,,b3351
6976,kefG,G7717,glutathione-regulated potassium-efflux system ancillary protein KefG,b3351
6977,yheS,EG12903,,b3352
6978,yheS,EG12903,putative ATP-binding protein YheS,b3352
6979,yheT,G7718,,b3353
6980,yheT,G7718,putative hydrolase YheT,b3353
6981,yheU,G7719,,b3354
6982,yheU,G7719,PF06794 family protein YheU,b3354
6983,prkB,EG12365,,b3355
6984,prkB,EG12365,putative phosphoribulokinase,b3355
6985,yhfA,EG11182,,b3356
6986,yhfA,EG11182,OsmC family protein YhfA,b3356
6987,crp,EG10164,,b3357
6988,crp,EG10164,DNA-binding transcriptional dual regulator CRP,b3357
6989,yhfK,G7721,,b3358
6990,yhfK,G7721,putative transporter YhfK,b3358
6991,argD,EG10066,,b3359
6992,argD,EG10066,N-acetylornithine aminotransferase/N-succinyldiaminopimelate aminotransferase,b3359
6993,yrfJ,G0-17095,,b4820
6994,yrfJ,G0-17095,protein YrfJ,b4820
6995,pabA,EG10682,,b3360
6996,pabA,EG10682,aminodeoxychorismate synthase subunit 2,b3360
6997,fic,EG10307,,b3361
6998,fic,EG10307,putative adenosine monophosphate--protein transferase Fic,b3361
6999,yhfG,EG12374,,b3362
7000,yhfG,EG12374,DUF2559 domain-containing protein YhfG,b3362
7001,ppiA,EG10757,,b3363
7002,ppiA,EG10757,peptidyl-prolyl cis-trans isomerase A,b3363
7003,tsgA,EG11262,,b3364
7004,tsgA,EG11262,putative transporter TsgA,b3364
7005,nirB,EG10653,,b3365
7006,nirB,EG10653,nitrite reductase (NADH) large subunit,b3365
7007,nirD,EG10655,,b3366
7008,nirD,EG10655,nitrite reductase (NADH) small subunit,b3366
7009,nirC,EG10654,,b3367
7010,nirC,EG10654,nitrite transporter NirC,b3367
7011,cysG,EG10188,,b3368
7012,cysG,EG10188,siroheme synthase,b3368
7013,yhfL,G7722,,b3369
7014,yhfL,G7722,DUF4223 domain-containing lipoprotein YhfL,b3369
7015,frlA,EG12908,,b3370
7016,frlA,EG12908,fructoselysine/psicoselysine transporter,b3370
7017,frlB,G7723,,b3371
7018,frlB,G7723,fructoselysine 6-phosphate deglycase,b3371
7019,frlC,G7724,,b4474
7020,frlC,G7724,fructoselysine 3-epimerase,b4474
7021,frlD,G7726,,b3374
7022,frlD,G7726,fructoselysine 6-kinase,b3374
7023,frlR,G7727,,b3375
7024,frlR,G7727,DNA-binding transcriptional regulator FrlR,b3375
7025,yhfS,G7728,,b3376
7026,yhfS,G7728,putative aminotransferase YhfS,b3376
7027,yhfT,G7729,,b3377
7028,yhfT,G7729,uncharacterized protein YhfT,b3377
7029,yhfU,G7730,,b3378
7030,yhfU,G7730,DUF2620 domain-containing protein YhfU,b3378
7031,php,G7731,,b3379
7032,php,G7731,putative hydrolase,b3379
7033,yhfW,G7732,,b3380
7034,yhfW,G7732,putative mutase YhfW,b3380
7035,yhfX,G7733,,b3381
7036,yhfX,G7733,putative PLP-binding protein YhfX,b3381
7037,yhfY,G7734,,b3382
7038,yhfY,G7734,PRD domain-containing protein YhfY,b3382
7039,yhfZ,G7735,,b3383
7040,yhfZ,G7735,putative DNA-binding transcriptional regulator YhfZ,b3383
7041,trpS,EG11030,,b3384
7042,trpS,EG11030,tryptophan--tRNA ligase,b3384
7043,gph,EG11871,,b3385
7044,gph,EG11871,phosphoglycolate phosphatase,b3385
7045,rpe,M004,,b3386
7046,rpe,M004,ribulose-phosphate 3-epimerase,b3386
7047,dam,EG10204,,b3387
7048,dam,EG10204,DNA adenine methyltransferase,b3387
7049,damX,EG11183,,b3388
7050,damX,EG11183,cell division protein DamX,b3388
7051,aroB,EG10074,,b3389
7052,aroB,EG10074,3-dehydroquinate synthase,b3389
7053,aroK,EG10081,,b3390
7054,aroK,EG10081,shikimate kinase 1,b3390
7055,hofQ,EG12113,,b3391
7056,hofQ,EG12113,DNA utilization protein HofQ,b3391
7057,hofP,G7736,,b3392
7058,hofP,G7736,DNA utilization protein HofP,b3392
7059,hofO,G7737,,b3393
7060,hofO,G7737,DNA utilization protein HofO,b3393
7061,hofN,G7738,,b3394
7062,hofN,G7738,DNA utilization protein HofN,b3394
7063,hofM,G7739,,b3395
7064,hofM,G7739,DNA utilization protein HofM,b3395
7065,mrcA,EG10748,,b3396
7066,mrcA,EG10748,peptidoglycan glycosyltransferase/peptidoglycan DD-transpeptidase MrcA,b3396
7067,nudE,G7740,,b3397
7068,nudE,G7740,ADP-sugar diphosphatase NudE,b3397
7069,igaA,G7741,,b3398
7070,igaA,G7741,inner membrane protein IgaA,b3398
7071,yrfG,G7742,,b3399
7072,yrfG,G7742,purine nucleotidase,b3399
7073,hslR,G7743,,b3400
7074,hslR,G7743,heat shock protein Hsp15,b3400
7075,hslO,G7744,,b3401
7076,hslO,G7744,molecular chaperone Hsp33,b3401
7077,yhgE,G7745,,b3402
7078,yhgE,G7745,putative transport protein YhgE,b3402
7079,pck,EG10688,,b3403
7080,pck,EG10688,phosphoenolpyruvate carboxykinase (ATP),b3403
7081,envZ,EG10269,,b3404
7082,envZ,EG10269,sensor histidine kinase EnvZ,b3404
7083,ompR,EG10672,,b3405
7084,ompR,EG10672,DNA-binding transcriptional dual regulator OmpR,b3405
7085,greB,EG11578,,b3406
7086,greB,EG11578,transcription elongation factor GreB,b3406
7087,yhgF,G7746,,b3407
7088,yhgF,G7746,putative RNA-binding protein YhgF,b3407
7089,feoA,EG12101,,b3408
7090,feoA,EG12101,ferrous iron transport protein A,b3408
7091,feoB,EG12102,,b3409
7092,feoB,EG12102,Fe(2(+)) transporter FeoB,b3409
7093,feoC,EG12933,,b3410
7094,feoC,EG12933,ferrous iron transport protein FeoC,b3410
7095,rpnA,EG11750,,b3411
7096,rpnA,EG11750,recombination-promoting nuclease RpnA,b3411
7097,bioH,EG10122,,b3412
7098,bioH,EG10122,pimeloyl-acyl carrier protein methyl ester esterase,b3412
7099,yhgH,G7747,,b3413
7100,yhgH,G7747,DNA utilization protein YhgH,b3413
7101,nfuA,G7748,,b3414
7102,nfuA,G7748,iron-sulfur cluster carrier protein NfuA,b3414
7103,gntT,EG12380,,b3415
7104,gntT,EG12380,high-affinity gluconate transporter,b3415
7105,malQ,EG10561,,b3416
7106,malQ,EG10561,4-alpha-glucanotransferase,b3416
7107,malP,EG10560,,b3417
7108,malP,EG10560,maltodextrin phosphorylase,b3417
7109,malT,EG10562,,b3418
7110,malT,EG10562,DNA-binding transcriptional activator MalT,b3418
7111,rtcA,G7750,,b4475
7112,rtcA,G7750,RNA 3'-terminal phosphate cyclase,b4475
7113,rtcB,G7751,,b3421
7114,rtcB,G7751,RNA-splicing ligase,b3421
7115,rtcR,EG12356,,b3422
7116,rtcR,EG12356,DNA-binding transcriptional activator RtcR,b3422
7117,glpR,EG10400,,b3423
7118,glpG,EG10397,,b3424
7119,glpG,EG10397,rhomboid protease GlpG,b3424
7120,glpE,EG10395,,b3425
7121,glpE,EG10395,thiosulfate sulfurtransferase GlpE,b3425
7122,glpD,EG10394,,b3426
7123,glpD,EG10394,aerobic glycerol 3-phosphate dehydrogenase,b3426
7124,yzgL,G7752,,b3427
7125,yzgL,G7752,putative uncharacterized protein YzgL,b3427
7126,glgP,EG10380,,b3428
7127,glgP,EG10380,glycogen phosphorylase,b3428
7128,glgA,EG10377,,b3429
7129,glgA,EG10377,glycogen synthase,b3429
7130,glgC,EG10379,,b3430
7131,glgC,EG10379,glucose-1-phosphate adenylyltransferase,b3430
7132,glgX,EG10381,,b3431
7133,glgX,EG10381,"limit dextrin alpha-1,6-glucohydrolase",b3431
7134,glgB,EG10378,,b3432
7135,glgB,EG10378,"1,4-alpha-glucan branching enzyme",b3432
7136,yhgO,G0-17034,,b4788
7137,yhgO,G0-17034,protein YhgO,b4788
7138,yhgP,G0-17035,,b4789
7139,yhgP,G0-17035,protein YhgP,b4789
7140,asd,EG10088,,b3433
7141,asd,EG10088,aspartate-semialdehyde dehydrogenase,b3433
7142,yhgN,G7753,,b3434
7143,yhgN,G7753,MarC family putative inner membrane protein YhgN,b3434
7144,gntU,EG12631,,b4476
7145,gntU,EG12631,low-affinity gluconate transporter,b4476
7146,gntK,EG12629,,b3437
7147,gntK,EG12629,"D-gluconate kinase, thermostable",b3437
7148,gntR,EG12630,,b3438
7149,gntR,EG12630,DNA-binding transcriptional repressor GntR,b3438
7150,yhhW,G7756,,b3439
7151,yhhW,G7756,"quercetin 2,3-dioxygenase",b3439
7152,yhhX,G7757,,b3440
7153,yhhX,G7757,putative oxidoreductase YhhX,b3440
7154,ryhB,G0-8872,,b4451
7155,ryhB,G0-8872,small regulatory RNA RyhB,b4451
7156,yhhY,G7758,,b3441
7157,yhhY,G7758,N-acetyltransferase YhhY,b3441
7158,yhhZ,G7759,,b3442
7159,yhhZ,G7759,putative endonuclease YhhZ,b3442
7160,yrhA,G7760,,b3443
7161,yrhA,G7760,putative uncharacterized protein YrhA,b3443
7162,yrhA,GFRAG0-16,,b3443
7163,insA6,G7761,,b3444
7164,insA6,G7761,IS1 family protein InsA,b3444
7165,insB6,G7762,,b3445
7166,insB6,G7762,IS1 family protein InsB,b3445
7167,yrhA,GFRAG0-17,,b3443
7168,yrhD,G0-10603,,b4612
7169,yrhD,G0-10603,uncharacterized protein YrhD,b4612
7170,yrhB,G7763,,b3446
7171,yrhB,G7763,putative heat shock chaperone,b3446
7172,ggt,EG10374,,b3447
7173,ggt,EG10374,glutathione hydrolase proenzyme,b3447
7174,yhhA,EG11184,,b3448
7175,yhhA,EG11184,DUF2756 domain-containing protein YhhA,b3448
7176,ugpQ,EG11050,,b3449
7177,ugpQ,EG11050,glycerophosphodiester phosphodiesterase UgpQ,b3449
7178,ugpC,EG11048,,b3450
7179,ugpC,EG11048,sn-glycerol 3-phosphate ABC transporter ATP binding subunit,b3450
7180,ugpE,EG11049,,b3451
7181,ugpE,EG11049,sn-glycerol 3-phosphate ABC transporter membrane subunit UgpE,b3451
7182,ugpA,EG11046,,b3452
7183,ugpA,EG11046,sn-glycerol 3-phosphate ABC transporter membrane subunit UgpA,b3452
7184,ugpB,EG11047,,b3453
7185,ugpB,EG11047,sn-glycerol 3-phosphate ABC transporter periplasmic binding protein,b3453
7186,livF,EG10536,,b3454
7187,livF,EG10536,branched chain amino acid/phenylalanine ABC transporter ATP binding subunit LivF,b3454
7188,livG,EG10537,,b3455
7189,livG,EG10537,branched chain amino acid/phenylalanine ABC transporter ATP binding subunit LivG,b3455
7190,livM,EG10541,,b3456
7191,livM,EG10541,branched chain amino acid/phenylalanine ABC transporter membrane subunit LivM,b3456
7192,livH,EG10538,,b3457
7193,livH,EG10538,branched chain amino acid/phenylalanine ABC transporter membrane subunit LivH,b3457
7194,livK,EG10540,,b3458
7195,livK,EG10540,L-leucine/L-phenylalanine ABC transporter periplasmic binding protein,b3458
7196,panZ,EG12211,,b3459
7197,panZ,EG12211,PanD maturation factor,b3459
7198,livJ,EG10539,,b3460
7199,livJ,EG10539,branched chain amino acid/phenylalanine ABC transporter periplasmic binding protein,b3460
7200,rpoH,EG10897,,b3461
7201,rpoH,EG10897,RNA polymerase sigma factor RpoH,b3461
7202,ftsX,EG10345,,b3462
7203,ftsX,EG10345,cell division protein FtsX,b3462
7204,ftsE,EG10340,,b3463
7205,ftsE,EG10340,cell division protein FtsE,b3463
7206,ftsY,EG10346,,b3464
7207,ftsY,EG10346,signal recognition particle receptor,b3464
7208,rsmD,EG10343,,b3465
7209,rsmD,EG10343,16S rRNA m(2)G966 methyltransferase,b3465
7210,yhhL,EG12212,,b3466
7211,yhhL,EG12212,DUF1145 domain-containing protein YhhL,b3466
7212,yhhM,EG12213,,b3467
7213,yhhM,EG12213,DUF2500 domain-containing protein YhhM,b3467
7214,yhhN,EG12214,,b3468
7215,yhhN,EG12214,PF07947 family protein YhhN,b3468
7216,zntA,EG12215,,b3469
7217,zntA,EG12215,Zn(2(+))/Cd(2(+))/Pb(2(+)) exporting P-type ATPase,b3469
7218,tusA,EG12216,,b3470
7219,tusA,EG12216,sulfur transfer protein TusA,b3470
7220,yhhQ,EG12217,,b3471
7221,yhhQ,EG12217,queuosine precursor transporter,b3471
7222,dcrB,G7767,,b3472
7223,dcrB,G7767,periplasmic bacteriophage sensitivity protein DcrB,b3472
7224,yhhS,EG12219,,b3473
7225,yhhS,EG12219,putative transporter YhhS,b3473
7226,yhhT,EG12220,,b3474
7227,yhhT,EG12220,putative transporter YhhT,b3474
7228,acpT,EG12221,,b3475
7229,acpT,EG12221,holo-[acyl carrier protein] synthase 2,b3475
7230,nikA,EG12075,,b3476
7231,nikA,EG12075,Ni(2(+)) ABC transporter periplasmic binding protein,b3476
7232,nikB,EG12076,,b3477
7233,nikB,EG12076,Ni(2(+)) ABC transporter membrane subunit NikB,b3477
7234,nikC,EG12077,,b3478
7235,nikC,EG12077,Ni(2(+)) ABC transporter membrane subunit NikC,b3478
7236,nikD,EG12078,,b3479
7237,nikD,EG12078,Ni(2(+)) ABC transporter ATP binding subunit NikD,b3479
7238,nikE,EG12079,,b3480
7239,nikE,EG12079,Ni(2(+)) ABC transporter ATP binding subunit NikE,b3480
7240,nikR,EG11519,,b3481
7241,nikR,EG11519,DNA-binding transcriptional repressor NikR,b3481
7242,rhsB,EG10847,,b3482
7243,rhsB,EG10847,rhs element protein RhsB,b3482
7244,yhhH,EG11520,,b3483
7245,yhhH,EG11520,PF15631 family protein YhhH,b3483
7246,yrhC,G0-10563,,b4552
7247,yhhI,EG11525,,b3484
7248,yhhI,EG11525,putative transposase,b3484
7249,yhhJ,EG11767,,b3485
7250,yhhJ,EG11767,ABC transporter family protein YhhJ,b3485
7251,rbbA,EG12223,,b3486
7252,rbbA,EG12223,ribosome-associated ATPase,b3486
7253,yhiI,EG12224,,b3487
7254,yhiI,EG12224,putative membrane fusion protein YhiI,b3487
7255,yhiY,G0-17036,,b4790
7256,yhiY,G0-17036,protein YhiY,b4790
7257,yhiJ,EG12225,,b3488
7258,yhiJ,EG12225,DUF4049 domain-containing protein YhiJ,b3488
7259,yhiL,EG12227,,b4660
7260,yhiM,EG12228,,b3491
7261,yhiM,EG12228,inner membrane protein YhiM,b3491
7262,yhiN,EG12229,,b3492
7263,yhiN,EG12229,putative oxidoreductase YhiN,b3492
7264,pitA,EG12230,,b3493
7265,pitA,EG12230,metal phosphate:H(+) symporter PitA,b3493
7266,uspB,EG12231,,b3494
7267,uspB,EG12231,universal stress protein B,b3494
7268,uspA,EG11390,,b3495
7269,uspA,EG11390,universal stress protein A,b3495
7270,yriA,G0-17037,,b4791
7271,yriA,G0-17037,protein YriA,b4791
7272,yriB,G0-17038,,b4792
7273,yriB,G0-17038,protein YriB,b4792
7274,dtpB,EG12232,,b3496
7275,dtpB,EG12232,dipeptide/tripeptide:H(+) symporter DtpB,b3496
7276,rsmJ,EG12233,,b3497
7277,rsmJ,EG12233,16S rRNA m(2)G1516 methyltransferase,b3497
7278,prlC,EG11441,,b3498
7279,prlC,EG11441,oligopeptidase A,b3498
7280,rlmJ,EG12234,,b3499
7281,rlmJ,EG12234,23S rRNA m(6)A2030 methyltransferase,b3499
7282,gor,EG10412,,b3500
7283,gor,EG10412,glutathione reductase (NADPH),b3500
7284,dinQ,G0-9981,,b4613
7285,dinQ,G0-9981,membrane toxin DinQ,b4613
7286,agrA,G0-10751,,b4712
7287,agrA,G0-10751,small RNA AgrA,b4712
7288,agrB,G0-10752,,b4713
7289,agrB,G0-10752,small regulatory RNA AgrB,b4713
7290,arsR,EG12235,,b3501
7291,arsR,EG12235,DNA-binding transcriptional repressor ArsR,b3501
7292,arsB,EG12236,,b3502
7293,arsB,EG12236,arsenite/antimonite:H(+) antiporter,b3502
7294,arsC,EG12237,,b3503
7295,arsC,EG12237,arsenate reductase,b3503
7296,yhiS,EG12238,,b3504
7297,yhiS,EG12238,putative uncharacterized protein YhiS,b3504
7298,yhiS,GFRAG0-9,,b3504
7299,insH11,G7769,,b3505
7300,insH11,G7769,IS5 family transposase and trans-activator,b3505
7301,yhiS,G0-10683,,b3504
7302,slp,EG11890,,b3506
7303,slp,EG11890,starvation lipoprotein,b3506
7304,dctR,EG11889,,b3507
7305,dctR,EG11889,putative DNA-binding transcriptional regulator DctR,b3507
7306,yhiD,EG11400,,b3508
7307,yhiD,EG11400,inner membrane protein YhiD,b3508
7308,hdeB,EG11399,,b3509
7309,hdeB,EG11399,periplasmic acid stress chaperone HdeB,b3509
7310,hdeA,EG11398,,b3510
7311,hdeA,EG11398,periplasmic acid stress chaperone HdeA,b3510
7312,hdeD,EG11495,,b3511
7313,hdeD,EG11495,acid-resistance membrane protein,b3511
7314,arrS,G0-10694,,b4704
7315,arrS,G0-10694,small regulatory RNA ArrS,b4704
7316,gadE,EG11544,,b3512
7317,gadE,EG11544,DNA-binding transcriptional activator GadE,b3512
7318,gadF,G0-16680,,b4718
7319,gadF,G0-16680,small regulatory RNA GadF,b4718
7320,mdtE,EG12240,,b3513
7321,mdtE,EG12240,multidrug efflux pump membrane fusion protein MdtE,b3513
7322,mdtF,EG12241,,b3514
7323,mdtF,EG12241,multidrug efflux pump RND permease MdtF,b3514
7324,gadW,EG12242,,b3515
7325,gadW,EG12242,DNA-binding transcriptional dual regulator GadW,b3515
7326,gadY,G0-8914,,b4452
7327,gadY,G0-8914,small regulatory RNA GadY,b4452
7328,gadX,EG12243,,b3516
7329,gadX,EG12243,DNA-binding transcriptional dual regulator GadX,b3516
7330,gadA,EG50009,,b3517
7331,gadA,EG50009,glutamate decarboxylase A,b3517
7332,ccp,EG12244,,b3518
7333,ccp,EG12244,cytochrome c peroxidase,b3518
7334,treF,EG12245,,b3519
7335,treF,EG12245,cytoplasmic trehalase,b3519
7336,yhjB,EG12246,,b3520
7337,yhjB,EG12246,putative DNA-binding transcriptional regulator YhjB,b3520
7338,rcdB,EG12247,,b3521
7339,rcdB,EG12247,putative DNA-binding transcriptional regulator YhjC,b3521
7340,yhjD,EG12248,,b3522
7341,yhjD,EG12248,putative transporter YhjD,b3522
7342,yhjE,EG12249,,b3523
7343,yhjE,EG12249,putative transporter YhjE,b3523
7344,yhjG,EG12251,,b3524
7345,yhjG,EG12251,AsmA family protein YhjG,b3524
7346,pdeH,EG12252,,b3525
7347,pdeH,EG12252,c-di-GMP phosphodiesterase PdeH,b3525
7348,kdgK,EG12253,,b3526
7349,kdgK,EG12253,2-dehydro-3-deoxygluconokinase,b3526
7350,yhjJ,EG12254,,b3527
7351,yhjJ,EG12254,peptidase M16 family protein YhjJ,b3527
7352,dctA,EG20044,,b3528
7353,dctA,EG20044,C4 dicarboxylate/orotate:H(+) symporter,b3528
7354,pdeK,EG12256,,b3529
7355,pdeK,EG12256,c-di-GMP phosphodiesterase PdeK,b3529
7356,bcsC,EG12257,,b3530
7357,bcsC,EG12257,cellulose synthase outer membrane channel,b3530
7358,bcsZ,EG12258,,b3531
7359,bcsZ,EG12258,"endo-1,4-D-glucanase",b3531
7360,bcsB,EG12259,,b3532
7361,bcsB,EG12259,cellulose synthase periplasmic subunit,b3532
7362,bcsA,EG12260,,b3533
7363,bcsA,EG12260,cellulose synthase catalytic subunit,b3533
7364,bcsQ,EG12261,,b3534
7365,yhjR,EG12262,,b3535
7366,yhjR,EG12262,PF10945 family protein YhjR,b3535
7367,bcsE,EG12263,,b3536
7368,bcsE,EG12263,c-di-GMP-binding protein BcsE,b3536
7369,bcsF,EG12264,,b3537
7370,bcsF,EG12264,putative cellulose biosynthesis protein BcsF,b3537
7371,bcsG,EG12265,,b3538
7372,bcsG,EG12265,cellulose phosphoethanolamine transferase,b3538
7373,ldrD,G0-9041,,b4453
7374,ldrD,G0-9041,small toxic polypeptide LdrD,b4453
7375,rdlD,G0-9042,,b4454
7376,rdlD,G0-9042,antisense regulatory RNA RdlD,b4454
7377,yhjV,EG12266,,b3539
7378,yhjV,EG12266,putative transporter YhjV,b3539
7379,dppF,EG12628,,b3540
7380,dppF,EG12628,dipeptide ABC transporter ATP binding subunit DppF,b3540
7381,dppD,EG12627,,b3541
7382,dppD,EG12627,dipeptide ABC transporter ATP binding subunit DppD,b3541
7383,dppC,EG12626,,b3542
7384,dppC,EG12626,dipeptide ABC transporter membrane subunit DppC,b3542
7385,dppB,EG12625,,b3543
7386,dppB,EG12625,dipeptide ABC transporter membrane subunit DppB,b3543
7387,dppA,EG10248,,b3544
7388,dppA,EG10248,dipeptide ABC transporter periplasmic binding protein,b3544
7389,proK,EG30066,,b3545
7390,proK,EG30066,tRNA-Pro,b3545
7391,eptB,EG12267,,b3546
7392,eptB,EG12267,phosphoethanolamine transferase EptB,b3546
7393,yhjX,EG12268,,b3547
7394,yhjX,EG12268,putative transporter YhjX,b3547
7395,yhjY,EG12269,,b3548
7396,yhjY,EG12269,putative outer membrane protein YhjY,b3548
7397,tag,EG10986,,b3549
7398,tag,EG10986,"3-methyl-adenine DNA glycosylase I, constitutive",b3549
7399,yiaC,EG12270,,b3550
7400,yiaC,EG12270,peptidyl-lysine N-acetyltransferase YiaC,b3550
7401,bisC,EG10124,,b3551
7402,bisC,EG10124,biotin sulfoxide reductase,b3551
7403,yiaD,EG12271,,b3552
7404,yiaD,EG12271,PF13488 family lipoprotein YiaD,b3552
7405,ghrB,EG12272,,b3553
7406,ghrB,EG12272,glyoxylate reductase,b3553
7407,yiaF,EG12273,,b3554
7408,yiaF,EG12273,DUF3053 domain-containing protein YiaF,b3554
7409,yiaG,EG12624,,b3555
7410,yiaG,EG12624,putative DNA-binding transcriptional regulator YiaG,b3555
7411,cspA,EG10166,,b3556
7412,cspA,EG10166,cold shock protein CspA,b3556
7413,ysaE,G0-17039,,b4793
7414,ysaE,G0-17039,protein YsaE,b4793
7415,mokA,G0-16663,,b4647
7416,hokA,G0-9613,,b4455
7417,hokA,G0-9613,small toxic polypeptide,b4455
7418,insJ,G7776,,b3557
7419,insJ,G7776,insertion element IS150 protein InsA,b3557
7420,insK,G7777,,b3558
7421,insK,G7777,IS150 family conserved protein InsB,b3558
7422,sokA,G0-10604,,b4614
7423,glyS,EG10410,,b3559
7424,glyS,EG10410,glycine--tRNA ligase subunit beta,b3559
7425,glyQ,EG10409,,b3560
7426,glyQ,EG10409,glycine--tRNA ligase subunit alpha,b3560
7427,ysaB,G0-10467,,b4553
7428,ysaB,G0-10467,putative lipoprotein YsaB,b4553
7429,wecH,EG12274,,b3561
7430,wecH,EG12274,O-acetyltransferase WecH,b3561
7431,yiaA,EG11186,,b3562
7432,yiaA,EG11186,PF05360 family inner membrane protein YiaA,b3562
7433,yiaB,EG11267,,b3563
7434,yiaB,EG11267,PF05360 family inner membrane protein YiaB,b3563
7435,xylB,EG11075,,b3564
7436,xylB,EG11075,xylulokinase,b3564
7437,xylZ,G0-17109,,b4834
7438,xylZ,G0-17109,small RNA XylZ,b4834
7439,xylA,EG11074,,b3565
7440,xylA,EG11074,xylose isomerase,b3565
7441,xylF,EG20252,,b3566
7442,xylF,EG20252,xylose ABC transporter periplasmic binding protein,b3566
7443,xylG,EG12275,,b3567
7444,xylG,EG12275,xylose ABC transporter ATP binding subunit,b3567
7445,xylH,EG12276,,b3568
7446,xylH,EG12276,xylose ABC transporter membrane subunit,b3568
7447,xylR,EG20253,,b3569
7448,xylR,EG20253,DNA-binding transcriptional dual regulator XylR,b3569
7449,bax,EG11360,,b3570
7450,bax,EG11360,putative glycoside hydrolase Bax,b3570
7451,baxL,G0-17040,,b4794
7452,baxL,G0-17040,putative translational regulatory protein BaxL,b4794
7453,malS,EG11316,,b3571
7454,malS,EG11316,alpha-amylase,b3571
7455,avtA,EG10107,,b3572
7456,avtA,EG10107,valine--pyruvate aminotransferase,b3572
7457,ysaA,EG12277,,b3573
7458,ysaA,EG12277,putative electron transport protein YsaA,b3573
7459,plaR,EG12278,,b3574
7460,plaR,EG12278,DNA-binding transcriptional repressor PlaR,b3574
7461,yiaK,EG12279,,b3575
7462,yiaK,EG12279,"2,3-diketo-L-gulonate reductase",b3575
7463,yiaL,EG12280,,b3576
7464,yiaL,EG12280,DUF386 domain-containing protein YiaL,b3576
7465,yiaM,EG12281,,b3577
7466,yiaM,EG12281,"2,3-diketo-L-gulonate:Na(+) symporter - membrane subunit",b3577
7467,yiaN,EG12282,,b3578
7468,yiaN,EG12282,"2,3-diketo-L-gulonate:Na(+) symporter - membrane subunit",b3578
7469,yiaO,EG12283,,b3579
7470,yiaO,EG12283,"2,3-diketo-L-gulonate:Na(+) symporter - periplasmic binding protein",b3579
7471,lyxK,EG12284,,b3580
