,genes_name,genes_id,genes_href
3310,wzyE,EG11457,https://biocyc.org/gene?orgid=ECOLI&id=EG11457
3311,kbaY,EG12768,https://biocyc.org/gene?orgid=ECOLI&id=EG12768
3312,wecF,G7800,https://biocyc.org/gene?orgid=ECOLI&id=G7800
3313,xylB,EG11075,https://biocyc.org/gene?orgid=ECOLI&id=EG11075
3314,rffM,EG11458,https://biocyc.org/gene?orgid=ECOLI&id=EG11458
3315,sgbE,EG12287,https://biocyc.org/gene?orgid=ECOLI&id=EG12287
3316,yjfP,G7853,https://biocyc.org/gene?orgid=ECOLI&id=G7853
3317,wecB,EG11451,https://biocyc.org/gene?orgid=ECOLI&id=EG11451
3318,mglC,EG10594,https://biocyc.org/gene?orgid=ECOLI&id=EG10594
3319,rfe,EG10840,https://biocyc.org/gene?orgid=ECOLI&id=EG10840
3320,malM,EG10559,https://biocyc.org/gene?orgid=ECOLI&id=EG10559
3321,wecE,EG11456,https://biocyc.org/gene?orgid=ECOLI&id=EG11456
3322,ebgA,EG10252,https://biocyc.org/gene?orgid=ECOLI&id=EG10252
3323,hisI,EG10451,https://biocyc.org/gene?orgid=ECOLI&id=EG10451
3324,uxaC,G81,https://biocyc.org/gene?orgid=ECOLI&id=G81
3325,yhcA,EG11515,https://biocyc.org/gene?orgid=ECOLI&id=EG11515
3326,hisF,EG10448,https://biocyc.org/gene?orgid=ECOLI&id=EG10448
3327,nanQ,G7675,https://biocyc.org/gene?orgid=ECOLI&id=G7675
3328,hisB,EG10445,https://biocyc.org/gene?orgid=ECOLI&id=EG10445
3329,dmlA,G6986,https://biocyc.org/gene?orgid=ECOLI&id=G6986
3330,hisG,EG10449,https://biocyc.org/gene?orgid=ECOLI&id=EG10449
3331,paaA,G6709,https://biocyc.org/gene?orgid=ECOLI&id=G6709
3332,hisC,EG10446,https://biocyc.org/gene?orgid=ECOLI&id=EG10446
3333,yhfX,G7733,https://biocyc.org/gene?orgid=ECOLI&id=G7733
3334,yihU,EG11847,https://biocyc.org/gene?orgid=ECOLI&id=EG11847
3335,hisL,EG11269,https://biocyc.org/gene?orgid=ECOLI&id=EG11269
3336,gabP,EG11330,https://biocyc.org/gene?orgid=ECOLI&id=EG11330
3337,hisH,EG10450,https://biocyc.org/gene?orgid=ECOLI&id=EG10450
3338,exuT,EG12738,https://biocyc.org/gene?orgid=ECOLI&id=EG12738
3339,hisD,EG10447,https://biocyc.org/gene?orgid=ECOLI&id=EG10447
3340,uxaB,EG11065,https://biocyc.org/gene?orgid=ECOLI&id=EG11065
3341,hisA,EG10444,https://biocyc.org/gene?orgid=ECOLI&id=EG10444
3342,yiaK,EG12279,https://biocyc.org/gene?orgid=ECOLI&id=EG12279
3343,gspB,EG11263,https://biocyc.org/gene?orgid=ECOLI&id=EG11263
3344,rbsD,EG10817,https://biocyc.org/gene?orgid=ECOLI&id=EG10817
3345,alsC,EG11958,https://biocyc.org/gene?orgid=ECOLI&id=EG11958
3346,melB,EG10578,https://biocyc.org/gene?orgid=ECOLI&id=EG10578
3347,yhaK,G7620,https://biocyc.org/gene?orgid=ECOLI&id=G7620
3348,malG,EG10556,https://biocyc.org/gene?orgid=ECOLI&id=EG10556
3349,galE,EG10362,https://biocyc.org/gene?orgid=ECOLI&id=EG10362
3350,chbF,EG10144,https://biocyc.org/gene?orgid=ECOLI&id=EG10144
3351,araD,EG10055,https://biocyc.org/gene?orgid=ECOLI&id=EG10055
3352,lgoD,G7945,https://biocyc.org/gene?orgid=ECOLI&id=G7945
3353,yggC,EG11161,https://biocyc.org/gene?orgid=ECOLI&id=EG11161
3354,dhaL,G6626,https://biocyc.org/gene?orgid=ECOLI&id=G6626
3355,yihQ,EG11843,https://biocyc.org/gene?orgid=ECOLI&id=EG11843
3356,uxuB,EG20248,https://biocyc.org/gene?orgid=ECOLI&id=EG20248
3357,yggP,G7520,https://biocyc.org/gene?orgid=ECOLI&id=G7520
3358,rhaT,EG11313,https://biocyc.org/gene?orgid=ECOLI&id=EG11313
3359,uhpC,EG11053,https://biocyc.org/gene?orgid=ECOLI&id=EG11053
3360,ghrB,EG12272,https://biocyc.org/gene?orgid=ECOLI&id=EG12272
3361,frwD,EG11912,https://biocyc.org/gene?orgid=ECOLI&id=EG11912
3362,mraZ,EG11084,https://biocyc.org/gene?orgid=ECOLI&id=EG11084
3363,manZ,EG10569,https://biocyc.org/gene?orgid=ECOLI&id=EG10569
3364,lacZ,EG10527,https://biocyc.org/gene?orgid=ECOLI&id=EG10527
3365,fucP,EG10352,https://biocyc.org/gene?orgid=ECOLI&id=EG10352
3366,chbC,EG10141,https://biocyc.org/gene?orgid=ECOLI&id=EG10141
3367,araA,EG10052,https://biocyc.org/gene?orgid=ECOLI&id=EG10052
3368,ygbJ,G7417,https://biocyc.org/gene?orgid=ECOLI&id=G7417
3369,yjhG,G7910,https://biocyc.org/gene?orgid=ECOLI&id=G7910
3370,gudP,G7447,https://biocyc.org/gene?orgid=ECOLI&id=G7447
3371,galM,EG11698,https://biocyc.org/gene?orgid=ECOLI&id=EG11698
3372,dgoK,EG20051,https://biocyc.org/gene?orgid=ECOLI&id=EG20051
3373,oxc,G7236,https://biocyc.org/gene?orgid=ECOLI&id=G7236
3374,gatC,EG12416,https://biocyc.org/gene?orgid=ECOLI&id=EG12416
3375,idnK,EG12152,https://biocyc.org/gene?orgid=ECOLI&id=EG12152
3376,ptsG,EG10787,https://biocyc.org/gene?orgid=ECOLI&id=EG10787
3377,yedP,G7048,https://biocyc.org/gene?orgid=ECOLI&id=G7048
3378,kdgT,EG11869,https://biocyc.org/gene?orgid=ECOLI&id=EG11869
3379,manA,EG10566,https://biocyc.org/gene?orgid=ECOLI&id=EG10566
3380,lacA,EG10524,https://biocyc.org/gene?orgid=ECOLI&id=EG10524
3381,fucI,EG10349,https://biocyc.org/gene?orgid=ECOLI&id=EG10349
3382,yeaH,G6970,https://biocyc.org/gene?orgid=ECOLI&id=G6970
3383,bglF,EG10115,https://biocyc.org/gene?orgid=ECOLI&id=EG10115
3384,mhpD,M013,https://biocyc.org/gene?orgid=ECOLI&id=M013
3385,hcaD,G7336,https://biocyc.org/gene?orgid=ECOLI&id=G7336
3386,paaH,G6716,https://biocyc.org/gene?orgid=ECOLI&id=G6716
3387,prpD,G6199,https://biocyc.org/gene?orgid=ECOLI&id=G6199
3388,ydgA,G6865,https://biocyc.org/gene?orgid=ECOLI&id=G6865
3389,caiT,EG11561,https://biocyc.org/gene?orgid=ECOLI&id=EG11561
3390,mngB,EG13236,https://biocyc.org/gene?orgid=ECOLI&id=EG13236
3391,garR,EG11176,https://biocyc.org/gene?orgid=ECOLI&id=EG11176
3392,dhaM,EG12399,https://biocyc.org/gene?orgid=ECOLI&id=EG12399
3393,uspF,G6699,https://biocyc.org/gene?orgid=ECOLI&id=G6699
3394,srlB,EG10970,https://biocyc.org/gene?orgid=ECOLI&id=EG10970
3395,ucpA,EG12133,https://biocyc.org/gene?orgid=ECOLI&id=EG12133
3396,pfkA,EG10699,https://biocyc.org/gene?orgid=ECOLI&id=EG10699
3397,malX,EG10563,https://biocyc.org/gene?orgid=ECOLI&id=EG10563
3398,ycdX,G6540,https://biocyc.org/gene?orgid=ECOLI&id=G6540
3399,glgX,EG10381,https://biocyc.org/gene?orgid=ECOLI&id=EG10381
3400,fbaA,EG10282,https://biocyc.org/gene?orgid=ECOLI&id=EG10282
3401,ascF,EG10086,https://biocyc.org/gene?orgid=ECOLI&id=EG10086
3402,ybiW,G6426,https://biocyc.org/gene?orgid=ECOLI&id=G6426
3403,dcuB,EG10006,https://biocyc.org/gene?orgid=ECOLI&id=EG10006
3404,rdcB,G7823,https://biocyc.org/gene?orgid=ECOLI&id=G7823
3405,pdeK,EG12256,https://biocyc.org/gene?orgid=ECOLI&id=EG12256
3406,malY,EG10564,https://biocyc.org/gene?orgid=ECOLI&id=EG10564
3407,cyaA,EG10170,https://biocyc.org/gene?orgid=ECOLI&id=EG10170
3408,ylbF,G6289,https://biocyc.org/gene?orgid=ECOLI&id=G6289
3409,ybcL,G6301,https://biocyc.org/gene?orgid=ECOLI&id=G6301
3410,rdcA,EG11210,https://biocyc.org/gene?orgid=ECOLI&id=EG11210
3411,sgrT,G0-10617,https://biocyc.org/gene?orgid=ECOLI&id=G0-10617
3412,dpaA,G6108,https://biocyc.org/gene?orgid=ECOLI&id=G6108
3413,tar,EG10988,https://biocyc.org/gene?orgid=ECOLI&id=EG10988
3414,yjfN,G7851,https://biocyc.org/gene?orgid=ECOLI&id=G7851
3415,yacG,EG12314,https://biocyc.org/gene?orgid=ECOLI&id=EG12314
3416,rpmH,EG10892,https://biocyc.org/gene?orgid=ECOLI&id=EG10892
3417,xylZ,G0-17109,https://biocyc.org/gene?orgid=ECOLI&id=G0-17109
3418,pphB,G7415,https://biocyc.org/gene?orgid=ECOLI&id=G7415
3419,pspA,EG10776,https://biocyc.org/gene?orgid=ECOLI&id=EG10776
3420,sufE,G6905,https://biocyc.org/gene?orgid=ECOLI&id=G6905
3421,ptsN,EG11682,https://biocyc.org/gene?orgid=ECOLI&id=EG11682
3422,eco,EG10255,https://biocyc.org/gene?orgid=ECOLI&id=EG10255
3423,ynhH,G0-17092,https://biocyc.org/gene?orgid=ECOLI&id=G0-17092
3424,ybhB,EG11238,https://biocyc.org/gene?orgid=ECOLI&id=EG11238
3425,trg,EG11018,https://biocyc.org/gene?orgid=ECOLI&id=EG11018
3426,yjjW,G7953,https://biocyc.org/gene?orgid=ECOLI&id=G7953
3427,cpoB,EG12854,https://biocyc.org/gene?orgid=ECOLI&id=EG12854
3428,gndA,G0-16693,https://biocyc.org/gene?orgid=ECOLI&id=G0-16693
3429,rpsT,EG10919,https://biocyc.org/gene?orgid=ECOLI&id=EG10919
3430,actS,G7484,https://biocyc.org/gene?orgid=ECOLI&id=G7484
3431,cbpM,EG12194,https://biocyc.org/gene?orgid=ECOLI&id=EG12194
3432,ptsH,EG10788,https://biocyc.org/gene?orgid=ECOLI&id=EG10788
3433,och5,G0-10701,https://biocyc.org/gene?orgid=ECOLI&id=G0-10701
3434,pphA,G7011,https://biocyc.org/gene?orgid=ECOLI&id=G7011
3435,yihI,EG11835,https://biocyc.org/gene?orgid=ECOLI&id=EG11835
3436,ymdB,G6550,https://biocyc.org/gene?orgid=ECOLI&id=G6550
3437,ymdF,G0-10443,https://biocyc.org/gene?orgid=ECOLI&id=G0-10443
3438,cheW,EG10149,https://biocyc.org/gene?orgid=ECOLI&id=EG10149
3439,yafN,G6116,https://biocyc.org/gene?orgid=ECOLI&id=G6116
3440,tsr,EG11034,https://biocyc.org/gene?orgid=ECOLI&id=EG11034
3441,nrdG,G812,https://biocyc.org/gene?orgid=ECOLI&id=G812
3442,topAI,G0-10473,https://biocyc.org/gene?orgid=ECOLI&id=G0-10473
3443,ydiE,EG12391,https://biocyc.org/gene?orgid=ECOLI&id=EG12391
3444,ygiZ,G7577,https://biocyc.org/gene?orgid=ECOLI&id=G7577
3445,tap,EG10987,https://biocyc.org/gene?orgid=ECOLI&id=EG10987
3446,yebY,G7012,https://biocyc.org/gene?orgid=ECOLI&id=G7012
3447,ydbL,G6705,https://biocyc.org/gene?orgid=ECOLI&id=G6705
3448,yfdE,G7234,https://biocyc.org/gene?orgid=ECOLI&id=G7234
3449,ybdN,G6331,https://biocyc.org/gene?orgid=ECOLI&id=G6331
3450,scpA,EG11444,https://biocyc.org/gene?orgid=ECOLI&id=EG11444
3451,yhjR,EG12262,https://biocyc.org/gene?orgid=ECOLI&id=EG12262
3452,yhfG,EG12374,https://biocyc.org/gene?orgid=ECOLI&id=EG12374
3453,tam,G6806,https://biocyc.org/gene?orgid=ECOLI&id=G6806
3454,yidH,EG11696,https://biocyc.org/gene?orgid=ECOLI&id=EG11696
3455,pntB,EG10745,https://biocyc.org/gene?orgid=ECOLI&id=EG10745
3456,yqeJ,G7468,https://biocyc.org/gene?orgid=ECOLI&id=G7468
3457,kptA,G7928,https://biocyc.org/gene?orgid=ECOLI&id=G7928
3458,yoaF,G6979,https://biocyc.org/gene?orgid=ECOLI&id=G6979
3459,citE,G6342,https://biocyc.org/gene?orgid=ECOLI&id=G6342
3460,yehL,EG11998,https://biocyc.org/gene?orgid=ECOLI&id=EG11998
3461,yciU,G6633,https://biocyc.org/gene?orgid=ECOLI&id=G6633
3462,hmp,EG10456,https://biocyc.org/gene?orgid=ECOLI&id=EG10456
3463,yahO,G6194,https://biocyc.org/gene?orgid=ECOLI&id=G6194
3464,ulaF,G7860,https://biocyc.org/gene?orgid=ECOLI&id=G7860
3465,ychJ,EG12119,https://biocyc.org/gene?orgid=ECOLI&id=EG12119
3466,scpC,G7517,https://biocyc.org/gene?orgid=ECOLI&id=G7517
3467,sufS,G6906,https://biocyc.org/gene?orgid=ECOLI&id=G6906
3468,yedE,EG11660,https://biocyc.org/gene?orgid=ECOLI&id=EG11660
3469,can,EG12319,https://biocyc.org/gene?orgid=ECOLI&id=EG12319
3470,yihM,EG11839,https://biocyc.org/gene?orgid=ECOLI&id=EG11839
3471,ssuE,G6479,https://biocyc.org/gene?orgid=ECOLI&id=G6479
3472,yaaI,G8202,https://biocyc.org/gene?orgid=ECOLI&id=G8202
3473,ygbL,G7419,https://biocyc.org/gene?orgid=ECOLI&id=G7419
3474,cysJ,EG10191,https://biocyc.org/gene?orgid=ECOLI&id=EG10191
3475,yfeY,G7267,https://biocyc.org/gene?orgid=ECOLI&id=G7267
3476,yibF,EG11762,https://biocyc.org/gene?orgid=ECOLI&id=EG11762
3477,cysD,EG10186,https://biocyc.org/gene?orgid=ECOLI&id=EG10186
3478,ves,G6938,https://biocyc.org/gene?orgid=ECOLI&id=G6938
3479,nemA,G6890,https://biocyc.org/gene?orgid=ECOLI&id=G6890
3480,ynjE,G6952,https://biocyc.org/gene?orgid=ECOLI&id=G6952
3481,ymfA,G6579,https://biocyc.org/gene?orgid=ECOLI&id=G6579
3482,trxB,EG11032,https://biocyc.org/gene?orgid=ECOLI&id=EG11032
3483,yafE,EG11651,https://biocyc.org/gene?orgid=ECOLI&id=EG11651
3484,yidJ,EG11705,https://biocyc.org/gene?orgid=ECOLI&id=EG11705
3485,ytiA,G0-16640,https://biocyc.org/gene?orgid=ECOLI&id=G0-16640
3486,yjiM,G7932,https://biocyc.org/gene?orgid=ECOLI&id=G7932
3487,aslA,EG10089,https://biocyc.org/gene?orgid=ECOLI&id=EG10089
3488,yehE,EG11991,https://biocyc.org/gene?orgid=ECOLI&id=EG11991
3489,citD,G6343,https://biocyc.org/gene?orgid=ECOLI&id=G6343
3490,ydeN,G6788,https://biocyc.org/gene?orgid=ECOLI&id=G6788
3491,yciI,EG11607,https://biocyc.org/gene?orgid=ECOLI&id=EG11607
3492,fpr,EG10628,https://biocyc.org/gene?orgid=ECOLI&id=EG10628
3493,cysN,EG10194,https://biocyc.org/gene?orgid=ECOLI&id=EG10194
3494,yjeN,G7838,https://biocyc.org/gene?orgid=ECOLI&id=G7838
3495,yjhH,G7911,https://biocyc.org/gene?orgid=ECOLI&id=G7911
3496,yjfI,G7846,https://biocyc.org/gene?orgid=ECOLI&id=G7846
3497,cysH,EG10189,https://biocyc.org/gene?orgid=ECOLI&id=EG10189
3498,yfcL,G7200,https://biocyc.org/gene?orgid=ECOLI&id=G7200
3499,hyi,G6277,https://biocyc.org/gene?orgid=ECOLI&id=G6277
3500,yjcS,EG11955,https://biocyc.org/gene?orgid=ECOLI&id=EG11955
3501,ydhW,G6900,https://biocyc.org/gene?orgid=ECOLI&id=G6900
3502,yghU,G7553,https://biocyc.org/gene?orgid=ECOLI&id=G7553
3503,sseA,EG11600,https://biocyc.org/gene?orgid=ECOLI&id=EG11600
3504,ycaP,G6469,https://biocyc.org/gene?orgid=ECOLI&id=G6469
3505,kduD,EG12361,https://biocyc.org/gene?orgid=ECOLI&id=EG12361
3506,cysZ,EG10003,https://biocyc.org/gene?orgid=ECOLI&id=EG10003
3507,ydcH,EG12865,https://biocyc.org/gene?orgid=ECOLI&id=EG12865
3508,yqeA,G7493,https://biocyc.org/gene?orgid=ECOLI&id=G7493
3509,yigI,EG11467,https://biocyc.org/gene?orgid=ECOLI&id=EG11467
3510,glpE,EG10395,https://biocyc.org/gene?orgid=ECOLI&id=EG10395
3511,yiiX,EG11882,https://biocyc.org/gene?orgid=ECOLI&id=EG11882
3512,yihR,EG11844,https://biocyc.org/gene?orgid=ECOLI&id=EG11844
3513,ssuD,G6477,https://biocyc.org/gene?orgid=ECOLI&id=G6477
3514,ygfB,EG11323,https://biocyc.org/gene?orgid=ECOLI&id=EG11323
3515,folX,G7195,https://biocyc.org/gene?orgid=ECOLI&id=G7195
3516,csdE,G7455,https://biocyc.org/gene?orgid=ECOLI&id=G7455
3517,yrbL,G7667,https://biocyc.org/gene?orgid=ECOLI&id=G7667
3518,ycjG,G6661,https://biocyc.org/gene?orgid=ECOLI&id=G6661
3519,cysI,EG10190,https://biocyc.org/gene?orgid=ECOLI&id=EG10190
3520,yfaP,G7152,https://biocyc.org/gene?orgid=ECOLI&id=G7152
3521,yhfS,G7728,https://biocyc.org/gene?orgid=ECOLI&id=G7728
3522,pntA,EG10744,https://biocyc.org/gene?orgid=ECOLI&id=EG10744
3523,dsbD,EG12178,https://biocyc.org/gene?orgid=ECOLI&id=EG12178
3524,ynfC,G6843,https://biocyc.org/gene?orgid=ECOLI&id=G6843
3525,sgcE,G7914,https://biocyc.org/gene?orgid=ECOLI&id=G7914
3526,cysC,EG10185,https://biocyc.org/gene?orgid=ECOLI&id=EG10185
3527,chiQ,G6371,https://biocyc.org/gene?orgid=ECOLI&id=G6371
3528,citF,G6341,https://biocyc.org/gene?orgid=ECOLI&id=G6341
3529,sseB,EG11601,https://biocyc.org/gene?orgid=ECOLI&id=EG11601
3530,ybcH,EG12448,https://biocyc.org/gene?orgid=ECOLI&id=EG12448
3531,hdhA,EG10425,https://biocyc.org/gene?orgid=ECOLI&id=EG10425
3532,galF,G7093,https://biocyc.org/gene?orgid=ECOLI&id=G7093
3533,yebF,EG11807,https://biocyc.org/gene?orgid=ECOLI&id=EG11807
3534,ulaE,G7859,https://biocyc.org/gene?orgid=ECOLI&id=G7859
3535,creA,EG11217,https://biocyc.org/gene?orgid=ECOLI&id=EG11217
3536,ppnN,EG12373,https://biocyc.org/gene?orgid=ECOLI&id=EG12373
3537,yfaA,EG11142,https://biocyc.org/gene?orgid=ECOLI&id=EG11142
3538,nfsB,EG50005,https://biocyc.org/gene?orgid=ECOLI&id=EG50005
3539,ushA,EG11060,https://biocyc.org/gene?orgid=ECOLI&id=EG11060
3540,ygjP,G7604,https://biocyc.org/gene?orgid=ECOLI&id=G7604
3541,scpB,G7516,https://biocyc.org/gene?orgid=ECOLI&id=G7516
3542,sthA,EG11428,https://biocyc.org/gene?orgid=ECOLI&id=EG11428
3543,yobB,G7015,https://biocyc.org/gene?orgid=ECOLI&id=G7015
3544,sgbH,EG12285,https://biocyc.org/gene?orgid=ECOLI&id=EG12285
3545,dgcJ,G6972,https://biocyc.org/gene?orgid=ECOLI&id=G6972
3546,ghoS,G7830,https://biocyc.org/gene?orgid=ECOLI&id=G7830
3547,ydcJ,G6738,https://biocyc.org/gene?orgid=ECOLI&id=G6738
3548,yqjE,G7613,https://biocyc.org/gene?orgid=ECOLI&id=G7613
3549,yccA,EG11113,https://biocyc.org/gene?orgid=ECOLI&id=EG11113
3550,orn,G7842,https://biocyc.org/gene?orgid=ECOLI&id=G7842
3551,ybeQ,G6351,https://biocyc.org/gene?orgid=ECOLI&id=G6351
3552,bdm,G6776,https://biocyc.org/gene?orgid=ECOLI&id=G6776
3553,rssB,EG12121,https://biocyc.org/gene?orgid=ECOLI&id=EG12121
3554,rppH,G7459,https://biocyc.org/gene?orgid=ECOLI&id=G7459
3555,ybgE,EG12395,https://biocyc.org/gene?orgid=ECOLI&id=EG12395
3556,smpB,EG11782,https://biocyc.org/gene?orgid=ECOLI&id=EG11782
3557,hicA,G0-10451,https://biocyc.org/gene?orgid=ECOLI&id=G0-10451
3558,yadE,EG11749,https://biocyc.org/gene?orgid=ECOLI&id=EG11749
3559,dgcT,G6532,https://biocyc.org/gene?orgid=ECOLI&id=G6532
3560,tsaB,G6991,https://biocyc.org/gene?orgid=ECOLI&id=G6991
3561,yhaV,G7629,https://biocyc.org/gene?orgid=ECOLI&id=G7629
3562,ygeG,G7471,https://biocyc.org/gene?orgid=ECOLI&id=G7471
3563,yecA,EG11139,https://biocyc.org/gene?orgid=ECOLI&id=EG11139
3564,elaD,G7176,https://biocyc.org/gene?orgid=ECOLI&id=G7176
3565,prs,EG10774,https://biocyc.org/gene?orgid=ECOLI&id=EG10774
3566,yoaC,G6994,https://biocyc.org/gene?orgid=ECOLI&id=G6994
3567,chaC,EG12403,https://biocyc.org/gene?orgid=ECOLI&id=EG12403
3568,tatD,EG11481,https://biocyc.org/gene?orgid=ECOLI&id=EG11481
3569,ycjD,G6641,https://biocyc.org/gene?orgid=ECOLI&id=G6641
3570,ycbZ,G6493,https://biocyc.org/gene?orgid=ECOLI&id=G6493
3571,yaiS,G6216,https://biocyc.org/gene?orgid=ECOLI&id=G6216
3572,yehP,EG12002,https://biocyc.org/gene?orgid=ECOLI&id=EG12002
3573,yjjI,EG12171,https://biocyc.org/gene?orgid=ECOLI&id=EG12171
3574,ygfK,G7497,https://biocyc.org/gene?orgid=ECOLI&id=G7497
3575,yedF,EG11661,https://biocyc.org/gene?orgid=ECOLI&id=EG11661
3576,dgcQ,G7049,https://biocyc.org/gene?orgid=ECOLI&id=G7049
3577,ypfG,G7295,https://biocyc.org/gene?orgid=ECOLI&id=G7295
3578,ynjH,G6955,https://biocyc.org/gene?orgid=ECOLI&id=G6955
3579,dgcN,EG12880,https://biocyc.org/gene?orgid=ECOLI&id=EG12880
3580,ymgG,G6612,https://biocyc.org/gene?orgid=ECOLI&id=G6612
3581,rhsD,EG10849,https://biocyc.org/gene?orgid=ECOLI&id=EG10849
3582,yaaX,G6081,https://biocyc.org/gene?orgid=ECOLI&id=G6081
3583,cheY,EG10150,https://biocyc.org/gene?orgid=ECOLI&id=EG10150
3584,yehM,EG11999,https://biocyc.org/gene?orgid=ECOLI&id=EG11999
3585,yafD,EG11650,https://biocyc.org/gene?orgid=ECOLI&id=EG11650
3586,yfiR,G7354,https://biocyc.org/gene?orgid=ECOLI&id=G7354
3587,yjfY,G7861,https://biocyc.org/gene?orgid=ECOLI&id=G7861
3588,ypjB,G7384,https://biocyc.org/gene?orgid=ECOLI&id=G7384
3589,yfcO,G7203,https://biocyc.org/gene?orgid=ECOLI&id=G7203
3590,dgcZ,EG11643,https://biocyc.org/gene?orgid=ECOLI&id=EG11643
3591,ydiY,G6928,https://biocyc.org/gene?orgid=ECOLI&id=G6928
3592,ycbJ,G6473,https://biocyc.org/gene?orgid=ECOLI&id=G6473
3593,cdgI,G6971,https://biocyc.org/gene?orgid=ECOLI&id=G6971
3594,yciN,EG12868,https://biocyc.org/gene?orgid=ECOLI&id=EG12868
3595,yfcE,G7192,https://biocyc.org/gene?orgid=ECOLI&id=G7192
3596,yijF,EG11903,https://biocyc.org/gene?orgid=ECOLI&id=EG11903
3597,dgcE,EG12396,https://biocyc.org/gene?orgid=ECOLI&id=EG12396
3598,yigF,EG11464,https://biocyc.org/gene?orgid=ECOLI&id=EG11464
3599,yheU,G7719,https://biocyc.org/gene?orgid=ECOLI&id=G7719
3600,yfaT,G7156,https://biocyc.org/gene?orgid=ECOLI&id=G7156
3601,fliI,G377,https://biocyc.org/gene?orgid=ECOLI&id=G377
3602,yobA,G7014,https://biocyc.org/gene?orgid=ECOLI&id=G7014
3603,ynfD,G6844,https://biocyc.org/gene?orgid=ECOLI&id=G6844
3604,yfjM,G7364,https://biocyc.org/gene?orgid=ECOLI&id=G7364
3605,zntA,EG12215,https://biocyc.org/gene?orgid=ECOLI&id=EG12215
3606,ybgO,G6385,https://biocyc.org/gene?orgid=ECOLI&id=G6385
3607,sucC,EG10981,https://biocyc.org/gene?orgid=ECOLI&id=EG10981
3608,ybjC,EG12842,https://biocyc.org/gene?orgid=ECOLI&id=EG12842
3609,yeeT,G7083,https://biocyc.org/gene?orgid=ECOLI&id=G7083
3610,sdhD,EG10934,https://biocyc.org/gene?orgid=ECOLI&id=EG10934
3611,yihD,EG11830,https://biocyc.org/gene?orgid=ECOLI&id=EG11830
3612,ynjI,G6956,https://biocyc.org/gene?orgid=ECOLI&id=G6956
3613,sdhA,EG10931,https://biocyc.org/gene?orgid=ECOLI&id=EG10931
3614,ygdB,EG11155,https://biocyc.org/gene?orgid=ECOLI&id=EG11155
3615,icd,EG10489,https://biocyc.org/gene?orgid=ECOLI&id=EG10489
3616,ydaW,G6685,https://biocyc.org/gene?orgid=ECOLI&id=G6685
3617,yqjK,G7614,https://biocyc.org/gene?orgid=ECOLI&id=G7614
3618,acnB,EG12316,https://biocyc.org/gene?orgid=ECOLI&id=EG12316
3619,yecM,G7025,https://biocyc.org/gene?orgid=ECOLI&id=G7025
3620,fumB,EG10357,https://biocyc.org/gene?orgid=ECOLI&id=EG10357
3621,ymfL,G6591,https://biocyc.org/gene?orgid=ECOLI&id=G6591
3622,yneG,G6809,https://biocyc.org/gene?orgid=ECOLI&id=G6809
3623,sucD,EG10982,https://biocyc.org/gene?orgid=ECOLI&id=EG10982
3624,dgcF,G6808,https://biocyc.org/gene?orgid=ECOLI&id=G6808
3625,ybeR,G6352,https://biocyc.org/gene?orgid=ECOLI&id=G6352
3626,sucA,EG10979,https://biocyc.org/gene?orgid=ECOLI&id=EG10979
3627,rrrD,G6310,https://biocyc.org/gene?orgid=ECOLI&id=G6310
3628,ybiI,EG12421,https://biocyc.org/gene?orgid=ECOLI&id=EG12421
3629,sdhB,EG10932,https://biocyc.org/gene?orgid=ECOLI&id=EG10932
3630,yibG,EG11763,https://biocyc.org/gene?orgid=ECOLI&id=EG11763
3631,fumC,EG10358,https://biocyc.org/gene?orgid=ECOLI&id=EG10358
3632,yagJ,G6147,https://biocyc.org/gene?orgid=ECOLI&id=G6147
3633,yciG,EG11127,https://biocyc.org/gene?orgid=ECOLI&id=EG11127
3634,sucB,EG10980,https://biocyc.org/gene?orgid=ECOLI&id=EG10980
3635,ycjR,G6652,https://biocyc.org/gene?orgid=ECOLI&id=G6652
3636,yghW,G7555,https://biocyc.org/gene?orgid=ECOLI&id=G7555
3637,yafX,G6123,https://biocyc.org/gene?orgid=ECOLI&id=G6123
3638,sdhC,EG10933,https://biocyc.org/gene?orgid=ECOLI&id=EG10933
3639,yebO,G7001,https://biocyc.org/gene?orgid=ECOLI&id=G7001
3640,ppc,EG10756,https://biocyc.org/gene?orgid=ECOLI&id=EG10756
3641,ynaJ,G6668,https://biocyc.org/gene?orgid=ECOLI&id=G6668
3642,gltA,EG10402,https://biocyc.org/gene?orgid=ECOLI&id=EG10402
3643,yagA,EG12338,https://biocyc.org/gene?orgid=ECOLI&id=EG12338
3644,ybdJ,G6325,https://biocyc.org/gene?orgid=ECOLI&id=G6325
3645,fumA,EG10356,https://biocyc.org/gene?orgid=ECOLI&id=EG10356
3646,gfcC,G6506,https://biocyc.org/gene?orgid=ECOLI&id=G6506
3647,ygaC,EG12201,https://biocyc.org/gene?orgid=ECOLI&id=EG12201
3648,ydfC,EG11302,https://biocyc.org/gene?orgid=ECOLI&id=EG11302
3649,yidG,EG11695,https://biocyc.org/gene?orgid=ECOLI&id=EG11695
3650,yfjF,G7357,https://biocyc.org/gene?orgid=ECOLI&id=G7357
3651,yfjJ,G7361,https://biocyc.org/gene?orgid=ECOLI&id=G7361
3652,yeaO,G6978,https://biocyc.org/gene?orgid=ECOLI&id=G6978
3653,ybiX,G6413,https://biocyc.org/gene?orgid=ECOLI&id=G6413
